code;denomination
4.04.09.99.00;Otras máquinas, muebles y demás equipos de oficina y alojamiento
4.04.10.00.00;Semovientes
4.04.10.01.00;Semovientes
4.04.11.00.00;Inmuebles, maquinaria y equipos usados
4.04.11.01.00;Adquisición de tierras y terrenos
4.04.11.02.00;Adquisición de edificios e instalaciones
4.04.11.03.00;Expropiación de tierras y terrenos
4.04.11.04.00;Expropiación de edificios e instalaciones
4.04.11.05.00;Adquisición de maquinaria y equipos usados
4.04.11.05.01;Maquinaria y demás equipos de construcción, campo, industria y taller
4.04.11.05.02;Equipos de transporte, tracción y elevación
4.04.11.05.03;Equipos de comunicaciones y de señalamiento
4.04.11.05.04;Equipos médico - quirúrgicos, dentales y de veterinaria
4.04.11.05.05;Equipos científicos, religiosos, de enseñanza y recreación
4.04.11.05.06;Equipos para seguridad pública
4.04.11.05.07;Máquinas, muebles y demás equipos de oficina y alojamiento
4.04.11.05.99;Otras maquinaria y equipos usados
4.04.12.00.00;Activos intangibles
4.04.12.01.00;Marcas de fábrica y patentes de invención
4.04.12.02.00;Derechos de autor
4.04.12.03.00;Gastos de organización
4.04.12.04.00;Paquetes y programas de computación
4.04.12.05.00;Estudios y proyectos
4.04.12.99.00;Otros activos intangibles
4.04.13.00.00;Estudios y proyectos para inversión en activos fijos
4.04.13.01.00;Estudios y proyectos aplicables a bienes del dominio privado
4.04.13.02.00;Estudios y proyectos aplicables a bienes del dominio público
4.04.14.00.00;Contratación de inspección de obras
4.04.14.01.00;Contratación de inspección de obras de bienes del dominio privado
4.04.14.02.00;Contratación de inspección de obras de bienes del dominio público
4.04.15.00.00;Construcciones del dominio privado
4.04.15.01.00;Construcciones de edificaciones médico-asistenciales
4.04.15.02.00;Construcciones de edificaciones militares y de seguridad
4.04.15.03.00;Construcciones de edificaciones educativas, religiosas y recreativas
4.04.15.04.00;Construcciones de edificaciones culturales y deportivas
4.04.15.05.00;Construcciones de edificaciones para oficina
4.04.15.06.00;Construcciones de edificaciones industriales
4.04.15.07.00;Construcciones de edificaciones habitacionales
4.04.15.99.00;Otras construcciones del dominio privado
4.04.16.00.00;Construcciones del dominio público
4.04.16.01.00;Construcción de vialidad
4.04.16.02.00;Construcción de plazas, parques y similares
4.04.16.03.00;Construcciones de instalaciones hidráulicas
4.04.16.04.00;Construcciones de puertos y aeropuertos
4.04.16.99.00;Otras construcciones del dominio público
4.04.99.00.00;Otros activos reales
4.04.99.01.00;Otros activos reales
4.05.00.00.00;ACTIVOS FINANCIEROS
4.05.01.00.00;Aportes en acciones y participaciones de capital
4.05.01.01.00;Aportes en acciones y participaciones de capital al sector privado
4.05.01.02.00;Aportes en acciones y participaciones de capital al sector público
4.05.01.02.01;Aportes	en	acciones	y	participaciones	de	capital	a	entes descentralizados sin fines empresariales
4.05.01.02.02;Aportes en acciones y participaciones de capital a instituciones de protección social
4.05.01.02.03;Aportes	en	acciones	y	participaciones	de	capital	a	entes descentralizados con fines empresariales petroleros
4.05.01.02.04;Aportes	en	acciones	y	participaciones	de	capital	a	entes descentralizados con fines empresariales no petroleros
4.05.01.02.05;Aportes	en	acciones	y	participaciones	de	capital	a	entes descentralizados financieros bancarios
4.05.01.02.06;Aportes	en	acciones	y	participaciones	de	capital	a	entes descentralizados financieros no bancarios
4.05.01.02.07;Aportes en acciones y participaciones de capital a organismos del sector público para el pago de su deuda
4.05.01.03.00;Aportes en acciones y participaciones de capital al sector externo
4.05.01.03.01;Aportes en acciones y participaciones de capital a organismos internacionales
4.05.01.03.99;Otros aportes en acciones y participaciones de capital	al sector externo
4.05.02.00.00;Adquisición de títulos y valores que no otorgan propiedad
4.05.02.01.00;Adquisición de títulos y valores a corto plazo
4.05.02.01.01;Adquisición de títulos y valores privados
4.05.02.01.02;Adquisición de títulos y valores públicos
4.05.02.01.03;Adquisición de títulos y valores externos
4.05.02.02.00;Adquisición de títulos y valores a largo plazo
4.05.02.02.01;Adquisición de títulos y valores privados
4.05.02.02.02;Adquisición de títulos y valores públicos
4.05.02.02.03;Adquisición de títulos y valores externos
4.05.03.00.00;Concesión de préstamos a corto plazo
4.05.03.01.00;Concesión de préstamos al sector privado a corto plazo
4.05.03.02.00;Concesión de préstamos al sector público a corto plazo
4.05.03.02.01;Concesión de préstamos a la República
4.05.03.02.02;Concesión de préstamos a entes descentralizados sin fines empresariales
4.05.03.02.03;Concesión de préstamos a instituciones de protección social
4.05.03.02.04;Concesión de préstamos a entes descentralizados con fines empresariales petroleros
4.05.03.02.05;Concesión de préstamos a entes descentralizados con fines empresariales no petroleros
4.05.03.02.06;Concesión de préstamos a entes descentralizados financieros bancarios
4.05.03.02.07;Concesión de préstamos a entes descentralizados financieros no bancarios
4.05.03.02.08;Concesión de préstamos al Poder Estadal
4.05.03.02.09;Concesión de préstamos al Poder Municipal
4.05.03.03.00;Concesión de préstamos al sector externo a corto plazo
4.05.03.03.01;Concesión de préstamos a instituciones sin fines de lucro
4.05.03.03.02;Concesión de préstamos a gobiernos extranjeros
4.05.03.03.03;Concesión de préstamos a organismos internacionales
4.05.04.00.00;Concesión de préstamos a largo plazo
4.05.04.01.00;Concesión de préstamos al sector privado a largo plazo
4.05.04.02.00;Concesión de préstamos al sector público a largo plazo
4.05.04.02.01;Concesión de préstamos a la República
4.05.04.02.02;Concesión de préstamos a entes descentralizados sin fines empresariales
4.05.04.02.03;Concesión de préstamos a instituciones de protección social
4.05.04.02.04;Concesión de préstamos a entes descentralizados con fines empresariales petroleros
4.05.04.02.05;Concesión de préstamos a entes descentralizados con fines empresariales no petroleros
4.05.04.02.06;Concesión de préstamos a entes descentralizados financieros bancarios
4.05.04.02.07;Concesión de préstamos a entes descentralizados financieros no bancarios
4.05.04.02.08;Concesión de préstamos al Poder Estadal
4.05.04.02.09;Concesión de préstamos al Poder Municipal
4.05.04.03.00;Concesión de préstamos al sector externo a largo plazo
4.05.04.03.01;Concesión de préstamos a instituciones sin fines de lucro
4.05.04.03.02;Concesión de préstamos a gobiernos extranjeros
4.05.04.03.03;Concesión de préstamos a organismos internacionales
4.05.05.00.00;Incremento de disponibilidades
4.05.05.01.00;Incremento en caja
4.05.05.02.00;Incremento en bancos
4.05.05.02.01;Incremento en bancos públicos
4.05.05.02.02;Incremento en bancos privados
4.05.05.02.03;Incremento en bancos del exterior
4.05.05.03.00;Incremento de inversiones temporales
4.05.06.00.00;Incremento de cuentas por cobrar a corto plazo
4.05.06.01.00;Incremento de cuentas comerciales por cobrar a corto plazo
4.05.06.02.00;Incremento de rentas por recaudar a corto plazo
4.05.06.03.00;Incremento de deudas por rendir
4.05.06.03.01;Incremento de deudas por rendir de fondos en avance
4.05.06.03.02;Incremento de deudas por rendir de fondos en anticipo
4.05.06.04.00;Incremento de cuentas por cobrar depósitos por enteramiento de fondos públicos
4.05.06.99.00;Incremento de otras cuentas por cobrar a corto plazo
4.05.07.00.00;Incremento de efectos por cobrar a corto plazo
4.05.07.01.00;Incremento de efectos comerciales por cobrar a corto plazo
4.05.07.99.00;Incremento de otros efectos por cobrar a corto plazo
4.05.08.00.00;Incremento de cuentas por cobrar a mediano y largo plazo
4.05.08.01.00;Incremento de cuentas comerciales por cobrar a mediano y largo plazo
4.05.08.02.00;Incremento de rentas por recaudar a mediano y largo plazo
4.05.08.99.00;Incremento de otras cuentas por cobrar a mediano y largo plazo
4.05.09.00.00;Incremento de efectos por cobrar a mediano y largo plazo
4.05.09.01.00;Incremento de efectos comerciales por cobrar a mediano y largo plazo
4.05.09.99.00;Incremento de otros efectos por cobrar a mediano y largo plazo
4.05.10.00.00;Incremento de fondos en avance, en anticipos y en fideicomiso
4.05.10.01.00;Incremento de fondos en avance
4.05.10.02.00;Incremento de fondos en anticipos
4.05.10.03.00;Incremento de fondos en fideicomiso
4.05.10.04.00;Incremento de anticipos a proveedores
4.05.10.05.00;Incremento de anticipos a contratistas por contratos de corto plazo
4.05.10.06.00;Incremento de anticipos a contratistas por contratos de mediano y largo plazo
4.05.11.00.00;Incremento de activos diferidos a corto plazo
4.05.11.01.00;Incremento de gastos a corto plazo pagados por anticipado
4.05.11.01.01;Incremento de intereses de la deuda pública interna a corto plazo pagados por anticipado
4.05.11.01.02;Incremento de intereses de la deuda pública externa a corto plazo pagados por anticipado
4.05.11.01.03;Incremento de otros intereses a corto plazo pagados por anticipado
4.05.11.01.04;Incremento de débitos por apertura de carta de crédito a corto plazo
4.05.11.01.99;Incremento de otros gastos a corto plazo pagados por anticipado
4.05.11.02.00;Incremento de depósitos otorgados en garantía a corto plazo
4.05.11.99.00;Incremento de otros activos diferidos a corto plazo
4.05.12.00.00;Incremento de activos diferidos a mediano y largo plazo
4.05.12.01.00;Incremento de gastos a mediano y largo plazo pagados por anticipado
4.05.12.01.01;Incremento de intereses de la deuda pública interna a largo plazo pagados por anticipado
4.05.12.01.02;Incremento de intereses de la deuda pública externa a largo plazo pagados por anticipado
4.05.12.01.08;Incremento de otros intereses a mediano y largo plazo pagados por anticipado
4.05.12.01.99;Incremento de otros gastos a mediano y largo plazo pagados por anticipado
4.05.12.02.00;Incremento de depósitos otorgados en garantía a mediano y largo plazo
4.05.12.99.00;Incremento de otros activos diferidos a mediano y largo plazo
4.05.13.00.00;Incremento del Fondo de Estabilización Macroeconómica (FEM)
4.05.13.01.00;Incremento del Fondo de Estabilización Macroeconómica (FEM) de la República
4.05.13.02.00;Incremento del Fondo de Estabilización Macroeconómica (FEM) del Poder Estadal
4.05.13.03.00;Incremento del Fondo de Estabilización Macroeconómica (FEM) del Poder Municipal
4.05.14.00.00;Incremento del Fondo de Ahorro Intergeneracional
4.05.14.01.00;Incremento del Fondo de Ahorro Intergeneracional
4.05.16.00.00;Incremento del Fondo de Aportes del Sector Público
4.05.16.01.00;Incremento del Fondo de Aportes del Sector Público
4.05.20.00.00;Incremento de otros activos financieros circulantes
4.05.20.01.00;Incremento de otros activos financieros circulantes
4.05.20.02.00;Incremento de depósitos por enteramiento de fondos públicos recibidos en custodia
4.05.21.00.00;Incremento de otros activos financieros no circulantes
4.05.21.01.00;Incremento de activos en gestión judicial a mediano y largo plazo
4.05.21.02.00;Incremento de títulos y otros valores de la deuda pública en litigio a largo plazo
4.05.21.99.00;Incremento de otros activos financieros no circulantes
4.05.99.00.00;Otros activos financieros
4.05.99.01.00;Otros activos financieros
4.06.00.00.00;GASTOS DE DEFENSA Y SEGURIDAD DEL ESTADO
4.06.01.00.00;Gastos de defensa y seguridad del Estado
4.06.01.01.00;Gastos de defensa y seguridad del Estado
4.07.00.00.00;TRANSFERENCIAS Y DONACIONES
4.07.01.00.00;Transferencias y donaciones corrientes internas
4.07.01.01.00;Transferencias corrientes internas al sector privado
4.07.01.01.01;Pensiones del personal empleado, obrero y militar
4.07.01.01.02;Jubilaciones del personal empleado, obrero y militar
4.07.01.01.03;Becas escolares
4.07.01.01.04;Becas universitarias en el país
4.07.01.01.05;Becas de perfeccionamiento profesional en el país
4.07.01.01.06;Becas para estudios en el extranjero
4.07.01.01.07;Otras becas
4.07.01.01.08;Previsión por accidentes de trabajo
4.07.01.01.09;Aguinaldos al personal pensionado
4.07.01.01.10;Aportes a caja de ahorro del personal pensionado
4.07.01.01.11;Aportes a los servicios de salud, accidentes personales y gastos funerarios al personal pensionado
4.07.01.01.12;Otras subvenciones socio - económicas del personal pensionado
4.07.01.01.13;Aguinaldos al personal jubilado
4.07.01.01.14;Aportes a caja de ahorro del personal jubilado
4.07.01.01.15;Aportes a los servicios de salud, accidentes personales y gastos funerarios del personal jubilado
4.07.01.01.16;Otras subvenciones socio - económicas del personal jubilado
4.07.01.01.30;Incapacidad temporal sin hospitalización
4.07.01.01.31;Incapacidad temporal con hospitalización
4.07.01.01.32;Reposo por maternidad
4.07.01.01.33;Indemnización por Fondo Contributivo del Régimen Prestacional de Empleo
4.07.01.01.34;Otros tipos de incapacidad temporal
4.07.01.01.35;Indemnización por comisión por pensiones
4.07.01.01.36;Indemnización por comisión por cesantía
4.07.01.01.37;Incapacidad parcial
4.07.01.01.38;Invalidez
4.07.01.01.39;Pensiones por vejez, viudez y orfandad
4.07.01.01.40;Indemnización por cesantía
4.07.01.01.41;Otras pensiones y demás prestaciones en dinero
4.07.01.01.42;Incapacidad parcial por accidente común
4.07.01.01.43;Incapacidad parcial por enfermedades profesionales
4.07.01.01.44;Incapacidad parcial por accidente de trabajo
4.07.01.01.45;Indemnización única por invalidez
4.07.01.01.46;Indemnización única por vejez
4.07.01.01.47;Sobrevivientes por enfermedad común
4.07.01.01.48;Sobrevivientes por accidente común
4.07.01.01.49;Sobrevivientes por enfermedades profesionales
4.07.01.01.50;Sobrevivientes por accidentes de trabajo
4.07.01.01.51;Indemnizaciones por conmutación de renta
4.07.01.01.52;Indemnizaciones por conmutación de pensiones
4.07.01.01.53;Indemnizaciones por comisión de renta
4.07.01.01.54;Asignación por nupcias
4.07.01.01.55;Asignación para gastos funerarios
4.07.01.01.56;Otras asignaciones
4.07.01.01.70;Subsidios educacionales al sector privado
4.07.01.01.71;Subsidios a universidades privadas
4.07.01.01.72;Subsidios culturales al sector privado
4.07.01.01.73;Subsidios a instituciones benéficas privadas
4.07.01.01.74;Subsidios a centros de empleados
4.07.01.01.75;Subsidios a organismos laborales y gremiales
4.07.01.01.76;Subsidios a entidades religiosas
4.07.01.01.77;Subsidios a entidades deportivas y recreativas de carácter privado
4.07.01.01.78;Subsidios científicos al sector privado
4.07.01.01.79;Subsidios a cooperativas
4.07.01.01.80;Subsidios a empresas privadas
4.07.01.01.99;Otras transferencias corrientes internas al sector privado
4.07.01.02.00;Donaciones corrientes internas al sector privado
4.07.01.02.01;Donaciones corrientes a personas
4.07.01.02.02;Donaciones corrientes a instituciones sin fines de lucro
4.07.01.03.00;Transferencias corrientes internas al sector público
4.07.01.03.01;Transferencias corrientes a la República
4.07.01.03.02;Transferencias	corrientes	a	entes	descentralizados	sin	fines empresariales
4.07.01.03.03;Transferencias	corrientes	a	entes	descentralizados	sin	fines empresariales para atender beneficios de la seguridad social
4.07.01.03.04;Transferencias corrientes a instituciones de protección social
4.07.01.03.05;Transferencias corrientes a instituciones de protección social para atender beneficios de la seguridad social
4.07.01.03.06;Transferencias corrientes a entes descentralizados con fines empresariales petroleros
4.07.01.03.07;Transferencias corrientes a entes descentralizados con fines empresariales no petroleros
4.07.01.03.08;Transferencias corrientes a entes descentralizados financieros bancarios
4.07.01.03.09;Transferencias corrientes a entes descentralizados financieros no bancarios
4.07.01.03.10;Transferencias corrientes al Poder Estadal
4.07.01.03.11;Transferencias corrientes al Poder Municipal
4.07.01.03.13;Subsidios otorgados por normas externas
4.07.01.03.14;Incentivos otorgados por normas externas
4.07.01.03.15;Subsidios otorgados por precios políticos
4.07.01.03.16;Subsidios de costos sociales por normas externas
4.07.01.03.99;Otras transferencias corrientes internas al sector público
4.07.01.04.00;Donaciones corrientes internas al sector público
4.07.01.04.01;Donaciones corrientes a la República
4.07.01.04.02;Donaciones	corrientes	a	entes	descentralizados	sin	fines empresariales
4.07.01.04.03;Donaciones corrientes a instituciones de protección social
4.07.01.04.04;Donaciones	corrientes	a	entes	descentralizados	con	fines empresariales petroleros
4.07.01.04.05;Donaciones	corrientes	a	entes	descentralizados	con	fines empresariales no petroleros
4.07.01.04.06;Donaciones	corrientes	a	entes	descentralizados	financieros bancarios
4.07.01.04.07;Donaciones corrientes a entes descentralizados financieros no bancarios
4.07.01.04.08;Donaciones corrientes al Poder Estadal
4.07.01.04.09;Donaciones corrientes al Poder Municipal
4.07.01.05.00;Pensiones de altos funcionarios y altas funcionarias del poder público y de elección popular, del personal de alto nivel y de dirección
4.07.01.05.01;Pensiones de altos funcionarios y altas funcionarias del poder público y de elección popular
4.07.01.05.02;Pensiones del personal de alto nivel y de dirección
4.07.01.05.06;Aguinaldos de altos funcionarios y altas funcionarias del poder público y de elección popular pensionados
4.07.01.05.07;Aguinaldos del personal pensionado de alto nivel y de dirección
4.07.01.05.11;Aportes a caja de ahorro de altos funcionarios y altas funcionarias del poder público y de elección popular pensionados
4.07.01.05.12;Aportes a caja de ahorro del personal pensionado de alto nivel y de dirección
4.07.01.05.16;Aportes a los servicios de salud, accidentes personales y gastos funerarios de altos funcionarios y altas funcionarias del poder público y de elección popular pensionados
4.07.01.05.17;Aportes a los servicios de salud, accidentes personales y gastos funerarios del personal pensionado de alto nivel y de dirección
4.07.01.05.98;Otras subvenciones de altos funcionarios y altas funcionarias del poder público y de elección popular pensionados
4.07.01.05.99;Otras subvenciones del personal pensionado de alto nivel y de dirección
4.07.01.06.00;Jubilaciones de altos funcionarios y altas funcionarias del poder público y de elección popular, del personal de alto nivel y de dirección
4.07.01.06.01;Jubilaciones de altos funcionarios y altas funcionarias del poder público y de elección popular
4.07.01.06.02;Jubilaciones del personal de alto nivel y de dirección
4.07.01.06.06;Aguinaldos de altos funcionarios y altas funcionarias del poder público y de elección popular jubilados
4.07.01.06.07;Aguinaldos del personal jubilado de alto nivel y de dirección
4.07.01.06.11;Aportes a caja de ahorro de altos funcionarios y altas funcionarias del poder público y de elección popular jubilados
4.07.01.06.12;Aportes a caja de ahorro del personal jubilado de alto nivel y de dirección
4.07.01.06.16;Aportes a los servicios de salud, accidentes personales y gastos funerarios de altos funcionarios y altas funcionarias del poder público y de elección popular jubilados
4.07.01.06.17;Aportes a los servicios de salud, accidentes personales y gastos funerarios del personal jubilado de alto nivel y de dirección
4.07.01.06.98;Otras subvenciones de altos funcionarios y altas funcionarias del poder público y de elección popular jubilados
4.07.01.06.99;Otras subvenciones del personal jubilado de alto nivel y de dirección
4.07.02.00.00;Transferencias y donaciones corrientes al exterior
4.07.02.01.00;Transferencias corrientes al exterior
4.07.02.01.01;Becas de capacitación e investigación en el exterior
4.07.02.01.02;Transferencias corrientes a instituciones sin fines de lucro
4.07.02.01.03;Transferencias corrientes a gobiernos extranjeros
4.07.02.01.04;Transferencias corrientes a organismos internacionales
4.07.02.02.00;Donaciones corrientes al exterior
4.07.02.02.01;Donaciones corrientes a personas
4.07.02.02.02;Donaciones corrientes a instituciones sin fines de lucro
4.07.02.02.03;Donaciones corrientes a gobiernos extranjeros
4.07.02.02.04;Donaciones corrientes a organismos internacionales
4.07.03.00.00;Transferencias y donaciones de capital internas
4.07.03.01.00;Transferencias de capital internas al sector privado
4.07.03.01.01;Transferencias de capital a personas
4.07.03.01.02;Transferencias de capital a instituciones sin fines de lucro
4.07.03.01.03;Transferencias de capital a empresas privadas
4.07.03.02.00;Donaciones de capital internas al sector privado
4.07.03.02.01;Donaciones de capital a personas
4.07.03.02.02;Donaciones de capital a instituciones sin fines de lucro
4.07.03.03.00;Transferencias de capital internas al sector público
4.07.03.03.01;Transferencias de capital a la República
4.07.03.03.02;Transferencias de capital a entes descentralizados sin fines empresariales
4.07.03.03.03;Transferencias de capital a instituciones de protección social
4.07.03.03.04;Transferencias de capital a entes descentralizados con fines empresariales petroleros
4.07.03.03.05;Transferencias de capital a entes descentralizados con fines empresariales no petroleros
4.07.03.03.06;Transferencias de capital a entes descentralizados financieros bancarios
4.07.03.03.07;Transferencias de capital a entes descentralizados financieros no bancarios
4.07.03.03.08;Transferencias de capital al Poder Estadal
4.07.03.03.09;Transferencias de capital al Poder Municipal
4.07.03.03.99;Otras transferencias de capital internas al sector público
4.07.03.04.00;Donaciones de capital internas al sector público
4.07.03.04.01;Donaciones de capital a la República
4.07.03.04.02;Donaciones	de	capital	a	entes	descentralizados	sin	fines empresariales
4.07.03.04.03;Donaciones de capital a instituciones de protección social
4.07.03.04.04;Donaciones	de	capital	a	entes	descentralizados	con	fines empresariales petroleros
4.07.03.04.05;Donaciones	de	capital	a	entes	descentralizados	con	fines empresariales no petroleros
4.07.03.04.06;Donaciones de capital a entes descentralizados financieros bancarios
4.07.03.04.07;Donaciones de capital a entes descentralizados financieros no bancarios
4.07.03.04.08;Donaciones de capital al Poder Estadal
4.07.03.04.09;Donaciones de capital al Poder Municipal
4.07.04.00.00;Transferencias y donaciones de capital al exterior
4.07.04.01.00;Transferencias de capital al exterior
4.07.04.01.01;Transferencias de capital a personas
4.07.04.01.02;Transferencias de capital a instituciones sin fines de lucro
4.07.04.01.03;Transferencias de capital a gobiernos extranjeros
4.07.04.01.04;Transferencias de capital a organismos internacionales
4.07.04.02.00;Donaciones de capital al exterior
4.07.04.02.01;Donaciones de capital a personas
4.07.04.02.02;Donaciones de capital a instituciones sin fines de lucro
4.07.04.02.03;Donaciones de capital a gobiernos extranjeros
4.07.04.02.04;Donaciones de capital a organismos internacionales
4.07.05.00.00;Situado
4.07.05.01.00;Situado Constitucional
4.07.05.01.01;Situado Estadal
4.07.05.01.02;Situado Municipal
4.07.05.02.00;Situado Estadal a Municipal
4.07.06.00.00;Subsidio de Régimen Especial
4.07.06.01.00;Subsidio de Régimen Especial
4.07.07.00.00;Subsidio de capitalidad
4.07.07.01.00;Subsidio de capitalidad
4.07.08.00.00;Asignaciones Económicas Especiales (LAEE)
4.07.08.01.00;Asignaciones Económicas Especiales (LAEE) Estadal
4.07.08.02.00;Asignaciones Económicas Especiales (LAEE) Estadal a Municipal
4.07.08.03.00;Asignaciones Económicas Especiales (LAEE) Municipal
4.07.08.04.00;Asignaciones Económicas Especiales (LAEE) Fondo Nacional de los Consejos Comunales
4.07.08.05.00;Asignaciones	Económicas	Especiales	(LAEE)	Apoyo	al Fortalecimiento Institucional
4.07.09.00.00;Aportes al Poder Estadal y al Poder Municipal por transferencia de servicios
4.07.09.01.00;Aportes al Poder Estadal por transferencia de servicios
4.07.09.02.00;Aportes al Poder Municipal por transferencia de servicios
4.07.10.00.00;Fondo Intergubernamental para la Descentralización (FIDES)
4.07.10.01.00;Fondo Intergubernamental para la Descentralización (FIDES)
4.07.11.00.00;Fondo de Compensación Interterritorial
4.07.11.01.00;Fondo de Compensación Interterritorial Estadal
4.07.11.02.00;Fondo de Compensación Interterritorial Municipal
4.07.11.03.00;Fondo de Compensación Interterritorial Poder Popular
4.07.11.04.00;Fondo de Compensación Interterritorial Fortalecimiento Institucional
4.07.12.00.00;Transferencias y donaciones de Organismos del Sector Público a Consejos Comunales, Comunas y demás organizaciones de base del poder popular
4.07.12.01.00;Transferencias y donaciones corrientes de Organismos del Sector Público a Consejos Comunales, Comunas y demás organizaciones de base del poder popular
4.07.12.01.01;Transferencias corrientes de Organismos del Sector Público a Consejos Comunales, Comunas y demás organizaciones de base del poder popular
4.07.12.01.02;Donaciones corrientes de Organismos del Sector Público a Consejos Comunales, Comunas y demás organizaciones de base del poder popular
4.07.12.02.00;Transferencias y donaciones de capital de Organismos del Sector Público a Consejos Comunales, Comunas y demás organizaciones de base del poder popular
4.07.12.02.01;Transferencias de capital de Organismos del Sector Público a Consejos Comunales, Comunas y demás organizaciones de base del poder popular
4.07.12.02.02;Donaciones de capital de Organismos del Sector Público a Consejos Comunales, Comunas y demás organizaciones de base del poder popular
4.08.00.00.00;OTROS GASTOS
4.08.01.00.00;Depreciación y amortización
4.08.01.01.00;Depreciación
4.08.01.01.01;Depreciación de edificios e instalaciones
4.08.01.01.02;Depreciación de maquinaria y demás equipos de construcción, campo, industria y taller
4.08.01.01.03;Depreciación de equipos de transporte, tracción y elevación
4.08.01.01.04;Depreciación de equipos de comunicaciones y de señalamiento
4.08.01.01.05;Depreciación de equipos médico - quirúrgicos, dentales y de veterinaria
4.08.01.01.06;Depreciación de equipos científicos, religiosos, de enseñanza y recreación
4.08.01.01.07;Depreciación de equipos para la seguridad pública
4.08.01.01.08;Depreciación de máquinas, muebles y demás equipos de oficina y alojamiento
4.08.01.01.09;Depreciación de semovientes
4.08.01.01.99;Depreciación de otros bienes de uso
4.08.01.02.00;Amortización
4.08.01.02.01;Amortización de marcas de fábrica y patentes de invención
4.08.01.02.02;Amortización de derechos de autor
4.08.01.02.03;Amortización de gastos de organización
4.08.01.02.04;Amortización de paquetes y programas de computación
4.08.01.02.05;Amortización de estudios y proyectos
4.08.01.02.99;Amortización de otros activos intangibles
4.08.02.00.00;Intereses por operaciones financieras
4.08.02.01.00;Intereses por depósitos internos
4.08.02.02.00;Intereses por títulos y valores
4.08.02.03.00;Intereses por otros financiamientos
4.08.03.00.00;Gastos por operaciones de seguro
4.08.03.01.00;Gastos de siniestros
4.08.03.02.00;Gastos de operaciones de reaseguros
4.08.03.99.00;Otros gastos de operaciones de seguro
4.08.04.00.00;Pérdida en operaciones de los servicios básicos
4.08.04.01.00;Pérdidas en el proceso de distribución de los servicios
4.08.04.99.00;Otras pérdidas en operación
4.08.05.00.00;Obligaciones en el ejercicio vigente
4.08.05.01.00;Devoluciones de cobros indebidos
4.08.05.02.00;Devoluciones y reintegros diversos
4.08.05.03.00;Indemnizaciones diversas
4.08.06.00.00;Pérdidas ajenas a la operación
4.08.06.01.00;Pérdidas en inventarios
4.08.06.02.00;Pérdidas en operaciones cambiarias
4.08.06.03.00;Pérdidas en ventas de activos
4.08.06.04.00;Pérdidas por cuentas incobrables
4.08.06.05.00;Participación en pérdidas de otras empresas
4.08.06.06.00;Pérdidas por auto-seguro
4.08.06.07.00;Impuestos directos
4.08.06.08.00;Intereses de mora
4.08.06.09.00;Reservas técnicas
4.08.07.00.00;Descuentos, bonificaciones y devoluciones
4.08.07.01.00;Descuentos sobre ventas
4.08.07.02.00;Bonificaciones por ventas
4.08.07.03.00;Devoluciones por ventas
4.08.07.04.00;Devoluciones por primas de seguro
4.08.08.00.00;Indemnizaciones y sanciones pecuniarias
4.08.08.01.00;Indemnizaciones por daños y perjuicios
4.08.08.01.01;Indemnizaciones por daños y perjuicios ocasionados por organismos de la República, del Poder Estadal y del Poder Municipal
4.08.08.01.02;Indemnizaciones por daños y perjuicios ocasionados por entes descentralizados sin fines empresariales
4.08.08.01.03;Indemnizaciones por daños y perjuicios ocasionados por entes descentralizados con fines empresariales
4.08.08.02.00;Sanciones pecuniarias
4.08.08.02.01;Sanciones pecuniarias impuestas a los organismos de la República, del Poder Estadal y del Poder Municipal
4.08.08.02.02;Sanciones pecuniarias impuestas a los entes descentralizados sin fines empresariales
4.08.08.02.03;Sanciones pecuniarias impuestas a los entes descentralizados con fines empresariales
4.08.99.00.00;Otros gastos
4.08.99.01.00;Otros gastos
4.09.00.00.00;ASIGNACIONES NO DISTRIBUIDAS
4.09.01.00.00;Asignaciones no distribuidas de la Asamblea Nacional
4.09.01.01.00;Asignaciones no distribuidas de la Asamblea Nacional
4.09.02.00.00;Asignaciones no distribuidas de la Contraloría General de la República
4.09.02.01.00;Asignaciones no distribuidas de la Contraloría General de la República
4.09.03.00.00;Asignaciones no distribuidas del Consejo Nacional Electoral
4.09.03.01.00;Asignaciones no distribuidas del Consejo Nacional Electoral
4.09.04.00.00;Asignaciones no distribuidas del Tribunal Supremo de Justicia
4.09.04.01.00;Asignaciones no distribuidas del Tribunal Supremo de Justicia
4.09.05.00.00;Asignaciones no distribuidas del Ministerio Público
4.09.05.01.00;Asignaciones no distribuidas del Ministerio Público
4.09.06.00.00;Asignaciones no distribuidas de la Defensoría del Pueblo
4.09.06.01.00;Asignaciones no distribuidas de la Defensoría del Pueblo
4.09.07.00.00;Asignaciones no distribuidas del Consejo Moral Republicano
4.09.07.01.00;Asignaciones no distribuidas del Consejo Moral Republicano
4.09.08.00.00;Reestructuración de organismos del sector público
4.09.08.01.00;Reestructuración de organismos del sector público
4.09.09.00.00;Fondo de apoyo al trabajador y su grupo familiar
4.09.09.01.00;Fondo de apoyo al personal y su grupo familiar de la Administración Pública Nacional
4.09.09.02.00;Fondo de apoyo al personal y su grupo familiar de los Estados y Municipios
4.09.10.00.00;Reforma de la seguridad social
4.09.10.01.00;Reforma de la seguridad social
4.09.11.00.00;Emergencias en el territorio nacional
4.09.11.01.00;Emergencias en el territorio nacional
4.09.12.00.00;Fondo para la cancelación de pasivos laborales
